frequency,unit,nuts2_code,year,gdp_value,status
A,MIO_EUR,DEC0,2006,30408.13,
A,MIO_EUR,DEC0,2007,31792.62,
A,MIO_EUR,DEC0,2008,32188.07,
A,MIO_EUR,DEC0,2009,29202.18,
A,MIO_EUR,DEC0,2010,30771.92,
A,MIO_EUR,DEC0,2011,32497.41,
A,MIO_EUR,DEC0,2012,32659.41,
A,MIO_EUR,DEC0,2013,32315.19,
A,MIO_EUR,DEC0,2014,33849.26,
A,MIO_EUR,DEC0,2015,34676.71,
A,MIO_EUR,DEC0,2016,35092.41,
A,MIO_EUR,DEC0,2017,36336.76,
A,MIO_EUR,DEC0,2018,36840.47,
A,MIO_EUR,DEC0,2019,37019.19,
A,MIO_EUR,DEC0,2020,35482.31,
A,MIO_EUR,DEC0,2021,37064.36,p
A,MIO_EUR,DEC0,2022,41191.45,p
A,MIO_EUR,DEC0,2023,42360.75,p
A,MIO_EUR,DEC0,2024,42756.7,p
A,MIO_EUR,DED2,2000,30170.83,
A,MIO_EUR,DED2,2001,31512.68,
A,MIO_EUR,DED2,2002,32923.37,
A,MIO_EUR,DED2,2003,33967.78,
A,MIO_EUR,DED2,2004,35105.61,
A,MIO_EUR,DED2,2005,35001.58,
A,MIO_EUR,DED2,2006,36279.73,
A,MIO_EUR,DED2,2007,37974.1,
A,MIO_EUR,DED2,2008,38075.08,
A,MIO_EUR,DED2,2009,37191.99,
A,MIO_EUR,DED2,2010,38548.57,
A,MIO_EUR,DED2,2011,39913.6,
A,MIO_EUR,DED2,2012,40524.75,
A,MIO_EUR,DED2,2013,41880.0,
A,MIO_EUR,DED2,2014,43740.95,
A,MIO_EUR,DED2,2015,46246.97,
A,MIO_EUR,DED2,2016,47568.89,
A,MIO_EUR,DED2,2017,49431.0,
A,MIO_EUR,DED2,2018,51147.46,
A,MIO_EUR,DED2,2019,53308.47,
A,MIO_EUR,DED2,2020,52196.07,
A,MIO_EUR,DED2,2021,54637.18,p
A,MIO_EUR,DED2,2022,59891.71,p
A,MIO_EUR,DED2,2023,63378.71,p
A,MIO_EUR,DED2,2024,64936.91,e
A,MIO_EUR,DED4,2000,27672.65,
A,MIO_EUR,DED4,2001,28279.63,
A,MIO_EUR,DED4,2002,28998.73,
A,MIO_EUR,DED4,2003,29444.71,
A,MIO_EUR,DED4,2004,30135.0,
A,MIO_EUR,DED4,2005,30096.56,
A,MIO_EUR,DED4,2006,31786.2,
A,MIO_EUR,DED4,2007,33112.72,
A,MIO_EUR,DED4,2008,33372.8,
A,MIO_EUR,DED4,2009,31911.66,
A,MIO_EUR,DED4,2010,33441.06,
A,MIO_EUR,DED4,2011,34854.22,
A,MIO_EUR,DED4,2012,35088.94,
A,MIO_EUR,DED4,2013,35409.4,
A,MIO_EUR,DED4,2014,37043.83,
A,MIO_EUR,DED4,2015,38146.27,
A,MIO_EUR,DED4,2016,39309.27,
A,MIO_EUR,DED4,2017,40590.3,
A,MIO_EUR,DED4,2018,41455.74,
A,MIO_EUR,DED4,2019,42651.79,
A,MIO_EUR,DED4,2020,41316.74,
A,MIO_EUR,DED4,2021,43153.14,p
A,MIO_EUR,DED4,2022,46158.26,p
A,MIO_EUR,DED4,2023,49603.76,p
A,MIO_EUR,DED4,2024,50775.86,e
A,MIO_EUR,DED5,2000,18786.54,
A,MIO_EUR,DED5,2001,19393.41,
A,MIO_EUR,DED5,2002,19995.77,
A,MIO_EUR,DED5,2003,20328.2,
A,MIO_EUR,DED5,2004,20714.99,
A,MIO_EUR,DED5,2005,20804.03,
A,MIO_EUR,DED5,2006,22266.01,
A,MIO_EUR,DED5,2007,23260.71,
A,MIO_EUR,DED5,2008,23867.67,
A,MIO_EUR,DED5,2009,23639.23,
A,MIO_EUR,DED5,2010,24676.69,
A,MIO_EUR,DED5,2011,26337.72,
A,MIO_EUR,DED5,2012,27375.05,
A,MIO_EUR,DED5,2013,28483.7,
A,MIO_EUR,DED5,2014,30050.86,
A,MIO_EUR,DED5,2015,31131.13,
A,MIO_EUR,DED5,2016,32387.15,
A,MIO_EUR,DED5,2017,34065.07,
A,MIO_EUR,DED5,2018,35010.52,
A,MIO_EUR,DED5,2019,36683.22,
A,MIO_EUR,DED5,2020,35883.8,
A,MIO_EUR,DED5,2021,38716.56,p
A,MIO_EUR,DED5,2022,42312.12,p
A,MIO_EUR,DED5,2023,45176.7,p
A,MIO_EUR,DED5,2024,46501.33,e
A,MIO_EUR,DEE0,2000,42969.28,
A,MIO_EUR,DEE0,2001,43613.08,
A,MIO_EUR,DEE0,2002,45000.16,
A,MIO_EUR,DEE0,2003,45312.76,
A,MIO_EUR,DEE0,2004,46161.76,
A,MIO_EUR,DEE0,2005,46181.94,
A,MIO_EUR,DEE0,2006,48330.52,
A,MIO_EUR,DEE0,2007,50489.56,
A,MIO_EUR,DEE0,2008,51203.59,
A,MIO_EUR,DEE0,2009,48987.1,
A,MIO_EUR,DEE0,2010,51884.8,
A,MIO_EUR,DEE0,2011,52954.67,
A,MIO_EUR,DEE0,2012,55157.03,
A,MIO_EUR,DEE0,2013,55654.69,
A,MIO_EUR,DEE0,2014,56836.4,
A,MIO_EUR,DEE0,2015,57738.53,
A,MIO_EUR,DEE0,2016,59277.19,
A,MIO_EUR,DEE0,2017,61432.72,
A,MIO_EUR,DEE0,2018,62439.77,
A,MIO_EUR,DEE0,2019,65362.31,
A,MIO_EUR,DEE0,2020,64298.59,
A,MIO_EUR,DEE0,2021,67753.64,p
A,MIO_EUR,DEE0,2022,74693.06,p
A,MIO_EUR,DEE0,2023,78240.58,p
A,MIO_EUR,DEE0,2024,79577.4,p
A,MIO_EUR,DEF0,2000,64399.1,
A,MIO_EUR,DEF0,2001,66343.12,
A,MIO_EUR,DEF0,2002,65417.06,
A,MIO_EUR,DEF0,2003,66149.06,
A,MIO_EUR,DEF0,2004,67530.3,
A,MIO_EUR,DEF0,2005,68105.99,
A,MIO_EUR,DEF0,2006,70063.62,
A,MIO_EUR,DEF0,2007,71754.76,
A,MIO_EUR,DEF0,2008,73961.96,
A,MIO_EUR,DEF0,2009,72016.0,
A,MIO_EUR,DEF0,2010,73643.57,
A,MIO_EUR,DEF0,2011,76610.88,
A,MIO_EUR,DEF0,2012,79334.26,
A,MIO_EUR,DEF0,2013,80380.47,
A,MIO_EUR,DEF0,2014,83125.41,
A,MIO_EUR,DEF0,2015,85237.07,
A,MIO_EUR,DEF0,2016,87826.02,
A,MIO_EUR,DEF0,2017,93302.89,
A,MIO_EUR,DEF0,2018,95864.58,
A,MIO_EUR,DEF0,2019,100290.13,
A,MIO_EUR,DEF0,2020,99902.9,
A,MIO_EUR,DEF0,2021,106087.22,p
A,MIO_EUR,DEF0,2022,118278.68,p
A,MIO_EUR,DEF0,2023,122360.13,p
A,MIO_EUR,DEF0,2024,127512.33,p
A,MIO_EUR,DEG0,2000,40014.54,
A,MIO_EUR,DEG0,2001,41114.9,
A,MIO_EUR,DEG0,2002,41671.99,
A,MIO_EUR,DEG0,2003,42568.52,
A,MIO_EUR,DEG0,2004,43517.42,
A,MIO_EUR,DEG0,2005,43579.58,
A,MIO_EUR,DEG0,2006,45468.67,
A,MIO_EUR,DEG0,2007,47443.39,
A,MIO_EUR,DEG0,2008,47970.92,
A,MIO_EUR,DEG0,2009,46169.62,
A,MIO_EUR,DEG0,2010,48831.71,
A,MIO_EUR,DEG0,2011,51656.27,
A,MIO_EUR,DEG0,2012,52281.25,
A,MIO_EUR,DEG0,2013,54250.35,
A,MIO_EUR,DEG0,2014,57004.46,
A,MIO_EUR,DEG0,2015,58405.76,
A,MIO_EUR,DEG0,2016,60167.03,
A,MIO_EUR,DEG0,2017,62180.44,
A,MIO_EUR,DEG0,2018,63265.8,
A,MIO_EUR,DEG0,2019,64932.47,
A,MIO_EUR,DEG0,2020,63924.26,
A,MIO_EUR,DEG0,2021,66938.16,p
A,MIO_EUR,DEG0,2022,72013.01,p
A,MIO_EUR,DEG0,2023,77036.95,p
A,MIO_EUR,DEG0,2024,78200.76,p
A,MIO_EUR,DK01,2000,65149.76,
A,MIO_EUR,DK01,2001,67805.66,
A,MIO_EUR,DK01,2002,68504.2,
A,MIO_EUR,DK01,2003,70334.32,
A,MIO_EUR,DK01,2004,74661.65,
A,MIO_EUR,DK01,2005,80207.79,
A,MIO_EUR,DK01,2006,81542.18,
A,MIO_EUR,DK01,2007,84362.09,
A,MIO_EUR,DK01,2008,88355.41,
A,MIO_EUR,DK01,2009,86368.26,
A,MIO_EUR,DK01,2010,93438.64,
A,MIO_EUR,DK01,2011,93632.78,
A,MIO_EUR,DK01,2012,97402.9,
A,MIO_EUR,DK01,2013,101324.04,
A,MIO_EUR,DK01,2014,105938.94,
A,MIO_EUR,DK01,2015,111051.88,
A,MIO_EUR,DK01,2016,114392.1,
A,MIO_EUR,DK01,2017,120223.91,
A,MIO_EUR,DK01,2018,123457.23,
A,MIO_EUR,DK01,2019,125615.29,
A,MIO_EUR,DK01,2020,127485.7,
A,MIO_EUR,DK01,2021,146644.39,
A,MIO_EUR,DK01,2022,173875.0,
A,MIO_EUR,DK01,2023,161701.45,
A,MIO_EUR,DK01,2024,174136.36,
A,MIO_EUR,DK02,2000,18722.09,
A,MIO_EUR,DK02,2001,19649.52,
A,MIO_EUR,DK02,2002,20558.48,
A,MIO_EUR,DK02,2003,21031.68,
A,MIO_EUR,DK02,2004,21921.58,
A,MIO_EUR,DK02,2005,22600.4,
A,MIO_EUR,DK02,2006,24041.76,
A,MIO_EUR,DK02,2007,24538.72,
A,MIO_EUR,DK02,2008,24479.34,
A,MIO_EUR,DK02,2009,23791.53,
A,MIO_EUR,DK02,2010,24737.94,
A,MIO_EUR,DK02,2011,24839.66,
A,MIO_EUR,DK02,2012,25240.13,
A,MIO_EUR,DK02,2013,25824.42,
A,MIO_EUR,DK02,2014,26231.82,
A,MIO_EUR,DK02,2015,27955.95,
A,MIO_EUR,DK02,2016,28216.91,
A,MIO_EUR,DK02,2017,29465.76,
A,MIO_EUR,DK02,2018,30024.7,
A,MIO_EUR,DK02,2019,31199.18,
A,MIO_EUR,DK02,2020,31542.32,
A,MIO_EUR,DK02,2021,33328.46,
A,MIO_EUR,DK02,2022,35350.75,
A,MIO_EUR,DK02,2023,37958.91,
A,MIO_EUR,DK02,2024,39701.45,
A,MIO_EUR,DK03,2000,35124.42,
A,MIO_EUR,DK03,2001,36255.4,
A,MIO_EUR,DK03,2002,37702.52,
A,MIO_EUR,DK03,2003,38402.17,
A,MIO_EUR,DK03,2004,39686.88,
A,MIO_EUR,DK03,2005,40273.58,
A,MIO_EUR,DK03,2006,43580.75,
A,MIO_EUR,DK03,2007,45815.69,
A,MIO_EUR,DK03,2008,47366.92,
A,MIO_EUR,DK03,2009,45265.3,
A,MIO_EUR,DK03,2010,47164.9,
A,MIO_EUR,DK03,2011,48321.56,
A,MIO_EUR,DK03,2012,49074.31,
A,MIO_EUR,DK03,2013,50215.87,
A,MIO_EUR,DK03,2014,51116.79,
A,MIO_EUR,DK03,2015,52196.62,
A,MIO_EUR,DK03,2016,53739.33,
A,MIO_EUR,DK03,2017,55438.86,
A,MIO_EUR,DK03,2018,56228.07,
A,MIO_EUR,DK03,2019,57816.3,
A,MIO_EUR,DK03,2020,58418.2,
A,MIO_EUR,DK03,2021,62296.37,
A,MIO_EUR,DK03,2022,65230.79,
A,MIO_EUR,DK03,2023,67422.7,
A,MIO_EUR,DK03,2024,68821.62,
A,MIO_EUR,DK04,2000,36771.8,
A,MIO_EUR,DK04,2001,38385.83,
A,MIO_EUR,DK04,2002,40139.35,
A,MIO_EUR,DK04,2003,40418.15,
A,MIO_EUR,DK04,2004,41914.19,
A,MIO_EUR,DK04,2005,42809.38,
A,MIO_EUR,DK04,2006,46735.83,
A,MIO_EUR,DK04,2007,48416.29,
A,MIO_EUR,DK04,2008,49946.97,
A,MIO_EUR,DK04,2009,48867.79,
A,MIO_EUR,DK04,2010,49179.12,
A,MIO_EUR,DK04,2011,51030.58,
A,MIO_EUR,DK04,2012,51630.26,
A,MIO_EUR,DK04,2013,52392.41,
A,MIO_EUR,DK04,2014,53661.53,
A,MIO_EUR,DK04,2015,53972.68,
A,MIO_EUR,DK04,2016,58587.63,
A,MIO_EUR,DK04,2017,60765.29,
A,MIO_EUR,DK04,2018,61933.2,
A,MIO_EUR,DK04,2019,64574.46,
A,MIO_EUR,DK04,2020,66521.71,
A,MIO_EUR,DK04,2021,71153.87,
A,MIO_EUR,DK04,2022,72480.45,
A,MIO_EUR,DK04,2023,74359.47,
A,MIO_EUR,DK04,2024,76569.0,
A,MIO_EUR,DK05,2000,16658.04,
A,MIO_EUR,DK05,2001,17205.73,
A,MIO_EUR,DK05,2002,18177.66,
A,MIO_EUR,DK05,2003,18495.61,
A,MIO_EUR,DK05,2004,18574.79,
A,MIO_EUR,DK05,2005,18997.29,
A,MIO_EUR,DK05,2006,20532.8,
A,MIO_EUR,DK05,2007,21288.46,
A,MIO_EUR,DK05,2008,21943.62,
A,MIO_EUR,DK05,2009,21253.92,
A,MIO_EUR,DK05,2010,21531.92,
A,MIO_EUR,DK05,2011,21761.73,
A,MIO_EUR,DK05,2012,22425.39,
A,MIO_EUR,DK05,2013,22553.32,
A,MIO_EUR,DK05,2014,22714.05,
A,MIO_EUR,DK05,2015,23481.57,
A,MIO_EUR,DK05,2016,24188.49,
A,MIO_EUR,DK05,2017,25252.9,
A,MIO_EUR,DK05,2018,25561.42,
A,MIO_EUR,DK05,2019,26174.27,
A,MIO_EUR,DK05,2020,26468.76,
A,MIO_EUR,DK05,2021,27674.92,
A,MIO_EUR,DK05,2022,28609.42,
A,MIO_EUR,DK05,2023,29717.06,
A,MIO_EUR,DK05,2024,30552.05,
A,MIO_EUR,DKZZ,2000,5467.39,
A,MIO_EUR,DKZZ,2001,4844.15,
A,MIO_EUR,DKZZ,2002,4875.3,
A,MIO_EUR,DKZZ,2003,4959.76,
A,MIO_EUR,DKZZ,2004,6156.84,
A,MIO_EUR,DKZZ,2005,8493.37,
A,MIO_EUR,DKZZ,2006,9497.51,
A,MIO_EUR,DKZZ,2007,9539.02,
A,MIO_EUR,DKZZ,2008,10627.8,
A,MIO_EUR,DKZZ,2009,6723.23,
A,MIO_EUR,DKZZ,2010,7377.43,
A,MIO_EUR,DKZZ,2011,8518.69,
A,MIO_EUR,DKZZ,2012,8527.7,
A,MIO_EUR,DKZZ,2013,7220.79,
A,MIO_EUR,DKZZ,2014,5972.61,
A,MIO_EUR,DKZZ,2015,3534.3,
A,MIO_EUR,DKZZ,2016,3140.66,
A,MIO_EUR,DKZZ,2017,3208.32,
A,MIO_EUR,DKZZ,2018,3812.7,
A,MIO_EUR,DKZZ,2019,3166.68,
A,MIO_EUR,DKZZ,2020,1681.61,
A,MIO_EUR,DKZZ,2021,2220.59,
A,MIO_EUR,DKZZ,2022,5021.04,
A,MIO_EUR,DKZZ,2023,3013.98,
A,MIO_EUR,DKZZ,2024,2620.26,
A,MIO_EUR,EE00,2000,6171.64,
A,MIO_EUR,EE00,2001,6982.12,
A,MIO_EUR,EE00,2002,7824.86,
A,MIO_EUR,EE00,2003,8746.71,
A,MIO_EUR,EE00,2004,9779.62,
A,MIO_EUR,EE00,2005,11345.44,
A,MIO_EUR,EE00,2006,13571.16,
A,MIO_EUR,EE00,2007,16402.16,
A,MIO_EUR,EE00,2008,16618.92,
A,MIO_EUR,EE00,2009,14132.54,
A,MIO_EUR,EE00,2010,14741.77,
A,MIO_EUR,EE00,2011,16741.86,
A,MIO_EUR,EE00,2012,18086.56,
A,MIO_EUR,EE00,2013,19163.23,
A,MIO_EUR,EE00,2014,20365.58,
A,MIO_EUR,EE00,2015,21010.88,
A,MIO_EUR,EE00,2016,22188.96,
A,MIO_EUR,EE00,2017,24316.12,
A,MIO_EUR,EE00,2018,26438.47,
A,MIO_EUR,EE00,2019,28472.06,
A,MIO_EUR,EE00,2020,27859.29,
A,MIO_EUR,EE00,2021,31453.31,
A,MIO_EUR,EE00,2022,36300.93,
A,MIO_EUR,EE00,2023,38353.42,
A,MIO_EUR,EE00,2024,39847.74,
A,MIO_EUR,EL30,2000,62742.43,
A,MIO_EUR,EL30,2001,67021.74,
A,MIO_EUR,EL30,2002,73499.96,
A,MIO_EUR,EL30,2003,80751.08,
A,MIO_EUR,EL30,2004,88216.04,
A,MIO_EUR,EL30,2005,91607.08,
A,MIO_EUR,EL30,2006,102543.71,
A,MIO_EUR,EL30,2007,109862.71,
A,MIO_EUR,EL30,2008,114524.27,
A,MIO_EUR,EL30,2009,113548.43,
A,MIO_EUR,EL30,2010,108361.96,
A,MIO_EUR,EL30,2011,98694.05,
A,MIO_EUR,EL30,2012,88731.47,
A,MIO_EUR,EL30,2013,84890.35,
A,MIO_EUR,EL30,2014,83873.1,
A,MIO_EUR,EL30,2015,83192.3,
A,MIO_EUR,EL30,2016,83067.2,
A,MIO_EUR,EL30,2017,84794.4,
A,MIO_EUR,EL30,2018,86222.42,
A,MIO_EUR,EL30,2019,89077.02,
A,MIO_EUR,EL30,2020,81340.79,
A,MIO_EUR,EL30,2021,89769.36,
A,MIO_EUR,EL30,2022,99577.9,
A,MIO_EUR,EL30,2023,109744.45,p
A,MIO_EUR,EL30,2024,115495.31,p
A,MIO_EUR,EL41,2000,1813.57,
A,MIO_EUR,EL41,2001,1956.29,
A,MIO_EUR,EL41,2002,2020.18,
A,MIO_EUR,EL41,2003,2405.73,
A,MIO_EUR,EL41,2004,2541.65,
A,MIO_EUR,EL41,2005,2699.13,
A,MIO_EUR,EL41,2006,2991.63,
A,MIO_EUR,EL41,2007,3215.35,
A,MIO_EUR,EL41,2008,3416.23,
A,MIO_EUR,EL41,2009,3344.59,
A,MIO_EUR,EL41,2010,3145.41,
A,MIO_EUR,EL41,2011,2882.19,
A,MIO_EUR,EL41,2012,2641.7,
A,MIO_EUR,EL41,2013,2541.1,
A,MIO_EUR,EL41,2014,2528.84,
A,MIO_EUR,EL41,2015,2466.73,
A,MIO_EUR,EL41,2016,2423.95,
A,MIO_EUR,EL41,2017,2431.42,
A,MIO_EUR,EL41,2018,2473.39,
A,MIO_EUR,EL41,2019,2552.4,
A,MIO_EUR,EL41,2020,2274.8,
A,MIO_EUR,EL41,2021,2447.32,
A,MIO_EUR,EL41,2022,2710.05,
A,MIO_EUR,EL41,2023,2973.48,p
A,MIO_EUR,EL41,2024,3121.1,p
A,MIO_EUR,EL42,2000,4585.01,
A,MIO_EUR,EL42,2001,4812.61,
A,MIO_EUR,EL42,2002,4883.86,
A,MIO_EUR,EL42,2003,5485.63,
A,MIO_EUR,EL42,2004,6045.76,
A,MIO_EUR,EL42,2005,6418.56,
A,MIO_EUR,EL42,2006,6984.52,
A,MIO_EUR,EL42,2007,7486.31,
A,MIO_EUR,EL42,2008,8020.3,
A,MIO_EUR,EL42,2009,7573.39,
A,MIO_EUR,EL42,2010,7188.47,
A,MIO_EUR,EL42,2011,6558.71,
A,MIO_EUR,EL42,2012,5975.33,
A,MIO_EUR,EL42,2013,6156.83,
A,MIO_EUR,EL42,2014,6156.18,
A,MIO_EUR,EL42,2015,6034.28,
A,MIO_EUR,EL42,2016,5823.62,
A,MIO_EUR,EL42,2017,5921.96,
A,MIO_EUR,EL42,2018,6138.26,
A,MIO_EUR,EL42,2019,6369.47,
A,MIO_EUR,EL42,2020,4981.34,
A,MIO_EUR,EL42,2021,5694.45,
A,MIO_EUR,EL42,2022,6564.1,
A,MIO_EUR,EL42,2023,7425.11,p
A,MIO_EUR,EL42,2024,7856.63,p
A,MIO_EUR,EL43,2000,6659.56,
A,MIO_EUR,EL43,2001,7325.19,
A,MIO_EUR,EL43,2002,7875.42,
A,MIO_EUR,EL43,2003,8544.95,
A,MIO_EUR,EL43,2004,9490.98,
A,MIO_EUR,EL43,2005,9640.18,
A,MIO_EUR,EL43,2006,10495.86,
A,MIO_EUR,EL43,2007,11071.02,
A,MIO_EUR,EL43,2008,11685.61,
A,MIO_EUR,EL43,2009,11438.37,
A,MIO_EUR,EL43,2010,10871.6,
A,MIO_EUR,EL43,2011,9635.48,
A,MIO_EUR,EL43,2012,8672.08,
A,MIO_EUR,EL43,2013,8629.65,
A,MIO_EUR,EL43,2014,8826.94,
A,MIO_EUR,EL43,2015,8818.99,
A,MIO_EUR,EL43,2016,8605.31,
A,MIO_EUR,EL43,2017,8918.57,
A,MIO_EUR,EL43,2018,9079.74,
A,MIO_EUR,EL43,2019,9318.9,
A,MIO_EUR,EL43,2020,7942.23,
A,MIO_EUR,EL43,2021,8955.65,
A,MIO_EUR,EL43,2022,10432.72,
A,MIO_EUR,EL43,2023,11538.84,p
A,MIO_EUR,EL43,2024,12276.39,p
A,MIO_EUR,EL51,2000,5751.08,
A,MIO_EUR,EL51,2001,6061.28,
A,MIO_EUR,EL51,2002,6407.23,
A,MIO_EUR,EL51,2003,6860.07,
A,MIO_EUR,EL51,2004,7389.56,
A,MIO_EUR,EL51,2005,7671.69,
A,MIO_EUR,EL51,2006,7901.63,
A,MIO_EUR,EL51,2007,8748.0,
A,MIO_EUR,EL51,2008,9257.03,
A,MIO_EUR,EL51,2009,9122.66,
A,MIO_EUR,EL51,2010,9097.08,
A,MIO_EUR,EL51,2011,7923.25,
A,MIO_EUR,EL51,2012,7297.35,
A,MIO_EUR,EL51,2013,6819.1,
A,MIO_EUR,EL51,2014,6680.89,
A,MIO_EUR,EL51,2015,6621.02,
A,MIO_EUR,EL51,2016,6707.56,
A,MIO_EUR,EL51,2017,6684.8,
A,MIO_EUR,EL51,2018,6804.07,
A,MIO_EUR,EL51,2019,6851.34,
A,MIO_EUR,EL51,2020,6267.59,
A,MIO_EUR,EL51,2021,6913.41,
A,MIO_EUR,EL51,2022,7717.2,
A,MIO_EUR,EL51,2023,8133.12,p
A,MIO_EUR,EL51,2024,8587.61,p
A,MIO_EUR,EL52,2000,19212.15,
A,MIO_EUR,EL52,2001,20642.95,
A,MIO_EUR,EL52,2002,22073.42,
A,MIO_EUR,EL52,2003,23774.31,
A,MIO_EUR,EL52,2004,26283.9,
A,MIO_EUR,EL52,2005,26518.57,
A,MIO_EUR,EL52,2006,29036.75,
A,MIO_EUR,EL52,2007,31644.28,
A,MIO_EUR,EL52,2008,32983.64,
A,MIO_EUR,EL52,2009,32160.33,
A,MIO_EUR,EL52,2010,30257.38,
A,MIO_EUR,EL52,2011,27816.75,
A,MIO_EUR,EL52,2012,25443.63,
A,MIO_EUR,EL52,2013,23995.46,
A,MIO_EUR,EL52,2014,23475.0,
A,MIO_EUR,EL52,2015,23840.59,
A,MIO_EUR,EL52,2016,23993.73,
A,MIO_EUR,EL52,2017,24261.48,
A,MIO_EUR,EL52,2018,24969.61,
A,MIO_EUR,EL52,2019,25439.85,
A,MIO_EUR,EL52,2020,23228.56,
A,MIO_EUR,EL52,2021,25318.55,
A,MIO_EUR,EL52,2022,29141.34,
A,MIO_EUR,EL52,2023,31180.43,p
A,MIO_EUR,EL52,2024,32902.14,p
A,MIO_EUR,EL53,2000,3369.01,
A,MIO_EUR,EL53,2001,3544.78,
A,MIO_EUR,EL53,2002,3666.7,
A,MIO_EUR,EL53,2003,4078.24,
A,MIO_EUR,EL53,2004,4389.43,
A,MIO_EUR,EL53,2005,4567.34,
A,MIO_EUR,EL53,2006,4934.48,
A,MIO_EUR,EL53,2007,5012.75,
A,MIO_EUR,EL53,2008,5030.13,
A,MIO_EUR,EL53,2009,5113.73,
A,MIO_EUR,EL53,2010,5160.67,
A,MIO_EUR,EL53,2011,5036.25,
A,MIO_EUR,EL53,2012,5384.3,
A,MIO_EUR,EL53,2013,5087.03,
A,MIO_EUR,EL53,2014,5084.89,
A,MIO_EUR,EL53,2015,4731.78,
A,MIO_EUR,EL53,2016,4333.43,
A,MIO_EUR,EL53,2017,4334.62,
A,MIO_EUR,EL53,2018,4256.25,
A,MIO_EUR,EL53,2019,4041.32,
A,MIO_EUR,EL53,2020,3519.36,
A,MIO_EUR,EL53,2021,3802.89,
A,MIO_EUR,EL53,2022,4076.96,
A,MIO_EUR,EL53,2023,4023.24,p
A,MIO_EUR,EL53,2024,4072.76,p
A,MIO_EUR,EL54,2000,3287.69,
A,MIO_EUR,EL54,2001,3527.94,
A,MIO_EUR,EL54,2002,3767.2,
A,MIO_EUR,EL54,2003,4049.18,
A,MIO_EUR,EL54,2004,4196.38,
A,MIO_EUR,EL54,2005,4279.65,
A,MIO_EUR,EL54,2006,4615.5,
A,MIO_EUR,EL54,2007,4853.16,
A,MIO_EUR,EL54,2008,4944.29,
A,MIO_EUR,EL54,2009,4844.8,
A,MIO_EUR,EL54,2010,4768.72,
A,MIO_EUR,EL54,2011,4398.66,
A,MIO_EUR,EL54,2012,3906.12,
A,MIO_EUR,EL54,2013,3808.88,
A,MIO_EUR,EL54,2014,3750.37,
A,MIO_EUR,EL54,2015,3700.89,
A,MIO_EUR,EL54,2016,3704.21,
A,MIO_EUR,EL54,2017,3696.09,
A,MIO_EUR,EL54,2018,3779.8,
A,MIO_EUR,EL54,2019,3823.2,
A,MIO_EUR,EL54,2020,3464.61,
A,MIO_EUR,EL54,2021,3764.68,
A,MIO_EUR,EL54,2022,4155.82,
A,MIO_EUR,EL54,2023,4508.32,p
A,MIO_EUR,EL54,2024,4769.94,p
A,MIO_EUR,EL61,2000,6880.87,
A,MIO_EUR,EL61,2001,7433.17,
A,MIO_EUR,EL61,2002,8479.13,
A,MIO_EUR,EL61,2003,9545.32,
A,MIO_EUR,EL61,2004,10211.3,
A,MIO_EUR,EL61,2005,10077.62,
A,MIO_EUR,EL61,2006,10963.7,
A,MIO_EUR,EL61,2007,11566.72,
A,MIO_EUR,EL61,2008,12030.45,
A,MIO_EUR,EL61,2009,11730.21,
A,MIO_EUR,EL61,2010,10780.07,
A,MIO_EUR,EL61,2011,9705.82,
A,MIO_EUR,EL61,2012,9189.27,
A,MIO_EUR,EL61,2013,8885.1,
A,MIO_EUR,EL61,2014,8840.38,
A,MIO_EUR,EL61,2015,8980.51,
A,MIO_EUR,EL61,2016,8848.75,
A,MIO_EUR,EL61,2017,8884.58,
A,MIO_EUR,EL61,2018,9165.85,
A,MIO_EUR,EL61,2019,9447.76,
A,MIO_EUR,EL61,2020,8712.32,
A,MIO_EUR,EL61,2021,9808.51,
A,MIO_EUR,EL61,2022,10640.32,
A,MIO_EUR,EL61,2023,11418.33,p
A,MIO_EUR,EL61,2024,12079.4,p
A,MIO_EUR,EL62,2000,2611.21,
A,MIO_EUR,EL62,2001,2841.33,
A,MIO_EUR,EL62,2002,2866.53,
A,MIO_EUR,EL62,2003,3273.06,
A,MIO_EUR,EL62,2004,3509.12,
A,MIO_EUR,EL62,2005,3707.99,
A,MIO_EUR,EL62,2006,3943.37,
A,MIO_EUR,EL62,2007,4213.01,
A,MIO_EUR,EL62,2008,4444.82,
A,MIO_EUR,EL62,2009,4180.99,
A,MIO_EUR,EL62,2010,3965.37,
A,MIO_EUR,EL62,2011,3427.93,
A,MIO_EUR,EL62,2012,3155.17,
A,MIO_EUR,EL62,2013,3101.46,
A,MIO_EUR,EL62,2014,3142.17,
A,MIO_EUR,EL62,2015,3073.85,
A,MIO_EUR,EL62,2016,3047.92,
A,MIO_EUR,EL62,2017,3088.03,
A,MIO_EUR,EL62,2018,3169.88,
A,MIO_EUR,EL62,2019,3255.54,
A,MIO_EUR,EL62,2020,2581.09,
A,MIO_EUR,EL62,2021,2930.51,
A,MIO_EUR,EL62,2022,3393.87,
A,MIO_EUR,EL62,2023,3898.35,p
A,MIO_EUR,EL62,2024,4150.6,p
A,MIO_EUR,EL63,2000,6931.09,
A,MIO_EUR,EL63,2001,7362.37,
A,MIO_EUR,EL63,2002,7850.43,
A,MIO_EUR,EL63,2003,8562.23,
A,MIO_EUR,EL63,2004,9264.09,
