exporter,importer,year,service_category,trade_value
CHE,HKG,2020,telecom,101.2
CHE,HKG,2020,total_services,956.8
CHE,HKG,2020,transport,140.8
CHE,HKG,2020,travel,177.8
CHE,HKG,2021,financial,102.8
CHE,HKG,2021,other_business,316.8
CHE,HKG,2021,telecom,114.1
CHE,HKG,2021,total_services,759.7
CHE,HKG,2021,transport,154.1
CHE,HKG,2021,travel,162.8
CHE,IND,2019,financial,610.6
CHE,IND,2019,other_business,2902.2
CHE,IND,2019,telecom,659.0
CHE,IND,2019,total_services,5582.3
CHE,IND,2019,transport,1030.4
CHE,IND,2019,travel,1325.4
CHE,IND,2020,financial,849.1
CHE,IND,2020,other_business,2675.0
CHE,IND,2020,telecom,479.5
CHE,IND,2020,total_services,6518.5
CHE,IND,2020,transport,1147.0
CHE,IND,2020,travel,1133.0
CHE,IND,2021,financial,812.0
CHE,IND,2021,other_business,2253.8
CHE,IND,2021,telecom,777.5
CHE,IND,2021,total_services,8221.5
CHE,IND,2021,transport,1077.4
CHE,IND,2021,travel,1168.9
CHE,IRL,2019,financial,109.8
CHE,IRL,2019,other_business,318.5
CHE,IRL,2019,telecom,87.3
CHE,IRL,2019,total_services,1156.6
CHE,IRL,2019,transport,157.5
CHE,IRL,2019,travel,224.6
CHE,IRL,2020,financial,138.5
CHE,IRL,2020,other_business,438.7
CHE,IRL,2020,telecom,84.2
CHE,IRL,2020,total_services,1166.4
CHE,IRL,2020,transport,169.2
CHE,IRL,2020,travel,232.3
CHE,IRL,2021,financial,129.3
CHE,IRL,2021,other_business,467.1
CHE,IRL,2021,telecom,104.8
CHE,IRL,2021,total_services,1235.7
CHE,IRL,2021,transport,211.4
CHE,IRL,2021,travel,216.5
CHE,ITA,2019,financial,643.8
CHE,ITA,2019,other_business,1606.3
CHE,ITA,2019,telecom,395.3
CHE,ITA,2019,total_services,3697.8
CHE,ITA,2019,transport,681.8
CHE,ITA,2019,travel,876.8
CHE,ITA,2020,financial,539.4
CHE,ITA,2020,other_business,1419.8
CHE,ITA,2020,telecom,374.5
CHE,ITA,2020,total_services,4888.4
CHE,ITA,2020,transport,576.4
CHE,ITA,2020,travel,1025.4
CHE,ITA,2021,financial,491.0
CHE,ITA,2021,other_business,1653.5
CHE,ITA,2021,telecom,328.5
CHE,ITA,2021,total_services,3688.6
CHE,ITA,2021,transport,890.7
CHE,ITA,2021,travel,1016.0
CHE,JPN,2019,financial,731.4
CHE,JPN,2019,other_business,2847.8
CHE,JPN,2019,telecom,895.9
CHE,JPN,2019,total_services,7944.0
CHE,JPN,2019,transport,1292.9
CHE,JPN,2019,travel,2198.5
CHE,JPN,2020,financial,1541.1
CHE,JPN,2020,other_business,2927.9
CHE,JPN,2020,telecom,1085.3
CHE,JPN,2020,total_services,9480.1
CHE,JPN,2020,transport,1904.5
CHE,JPN,2020,travel,2398.9
CHE,JPN,2021,financial,984.0
CHE,JPN,2021,other_business,4292.5
CHE,JPN,2021,telecom,727.5
CHE,JPN,2021,total_services,11766.6
CHE,JPN,2021,transport,1675.6
CHE,JPN,2021,travel,2023.5
CHE,KOR,2019,financial,365.8
CHE,KOR,2019,other_business,1186.4
CHE,KOR,2019,telecom,378.0
CHE,KOR,2019,total_services,3268.1
CHE,KOR,2019,transport,582.7
CHE,KOR,2019,travel,994.7
CHE,KOR,2020,financial,430.9
CHE,KOR,2020,other_business,1319.2
CHE,KOR,2020,telecom,230.6
CHE,KOR,2020,total_services,3080.2
CHE,KOR,2020,transport,692.4
CHE,KOR,2020,travel,650.6
CHE,KOR,2021,financial,345.3
CHE,KOR,2021,other_business,1762.9
CHE,KOR,2021,telecom,339.2
CHE,KOR,2021,total_services,3256.1
CHE,KOR,2021,transport,587.9
CHE,KOR,2021,travel,726.4
CHE,NLD,2019,financial,210.9
CHE,NLD,2019,other_business,773.8
CHE,NLD,2019,telecom,219.0
CHE,NLD,2019,total_services,2055.8
CHE,NLD,2019,transport,362.0
CHE,NLD,2019,travel,438.9
CHE,NLD,2020,financial,348.5
CHE,NLD,2020,other_business,787.9
CHE,NLD,2020,telecom,181.1
CHE,NLD,2020,total_services,2274.8
CHE,NLD,2020,transport,341.7
CHE,NLD,2020,travel,357.4
CHE,NLD,2021,financial,251.6
CHE,NLD,2021,other_business,827.6
CHE,NLD,2021,telecom,222.2
CHE,NLD,2021,total_services,2422.1
CHE,NLD,2021,transport,316.4
CHE,NLD,2021,travel,577.8
CHE,RUS,2019,financial,468.1
CHE,RUS,2019,other_business,1586.2
CHE,RUS,2019,telecom,285.0
CHE,RUS,2019,total_services,3245.4
CHE,RUS,2019,transport,666.9
CHE,RUS,2019,travel,823.4
CHE,RUS,2020,financial,545.9
CHE,RUS,2020,other_business,1511.0
CHE,RUS,2020,telecom,455.8
CHE,RUS,2020,total_services,3862.5
CHE,RUS,2020,transport,558.2
CHE,RUS,2020,travel,852.6
CHE,RUS,2021,financial,512.5
CHE,RUS,2021,other_business,1296.3
CHE,RUS,2021,telecom,441.3
CHE,RUS,2021,total_services,3408.6
CHE,RUS,2021,transport,482.2
CHE,RUS,2021,travel,854.8
CHE,SGP,2019,financial,94.6
CHE,SGP,2019,other_business,355.7
CHE,SGP,2019,telecom,76.8
CHE,SGP,2019,total_services,1027.4
CHE,SGP,2019,transport,159.2
CHE,SGP,2019,travel,147.0
CHE,SGP,2020,financial,92.3
CHE,SGP,2020,other_business,335.8
CHE,SGP,2020,telecom,93.7
CHE,SGP,2020,total_services,809.4
CHE,SGP,2020,transport,181.3
CHE,SGP,2020,travel,168.4
CHE,SGP,2021,financial,110.2
CHE,SGP,2021,other_business,390.3
CHE,SGP,2021,telecom,100.6
CHE,SGP,2021,total_services,842.8
CHE,SGP,2021,transport,157.5
CHE,SGP,2021,travel,201.1
CHE,USA,2019,financial,5449.4
CHE,USA,2019,other_business,19856.8
CHE,USA,2019,telecom,3474.1
CHE,USA,2019,total_services,41114.2
CHE,USA,2019,transport,6170.1
CHE,USA,2019,travel,12894.8
CHE,USA,2020,financial,6908.2
CHE,USA,2020,other_business,16290.6
CHE,USA,2020,telecom,5045.1
CHE,USA,2020,total_services,47681.5
CHE,USA,2020,transport,9687.1
CHE,USA,2020,travel,11111.1
CHE,USA,2021,financial,6284.8
CHE,USA,2021,other_business,18245.7
CHE,USA,2021,telecom,4236.7
CHE,USA,2021,total_services,45245.5
CHE,USA,2021,transport,9952.0
CHE,USA,2021,travel,13495.6
CHN,AUS,2019,financial,960.3
CHN,AUS,2019,other_business,3254.2
CHN,AUS,2019,telecom,872.2
CHN,AUS,2019,total_services,8168.0
CHN,AUS,2019,transport,1509.6
CHN,AUS,2019,travel,1516.5
CHN,AUS,2020,financial,835.4
CHN,AUS,2020,other_business,2597.9
CHN,AUS,2020,telecom,674.2
CHN,AUS,2020,total_services,7852.7
CHN,AUS,2020,transport,1265.6
CHN,AUS,2020,travel,1171.1
CHN,AUS,2021,financial,1163.0
CHN,AUS,2021,other_business,2642.9
CHN,AUS,2021,telecom,711.4
CHN,AUS,2021,total_services,8814.7
CHN,AUS,2021,transport,1491.0
CHN,AUS,2021,travel,1498.9
CHN,BEL,2019,financial,362.2
CHN,BEL,2019,other_business,1066.7
CHN,BEL,2019,telecom,266.4
CHN,BEL,2019,total_services,2512.6
CHN,BEL,2019,transport,513.1
CHN,BEL,2019,travel,688.1
CHN,BEL,2020,financial,280.0
CHN,BEL,2020,other_business,1144.2
CHN,BEL,2020,telecom,270.1
CHN,BEL,2020,total_services,2646.0
CHN,BEL,2020,transport,638.9
CHN,BEL,2020,travel,599.2
CHN,BEL,2021,financial,251.8
CHN,BEL,2021,other_business,1170.1
CHN,BEL,2021,telecom,265.0
CHN,BEL,2021,total_services,2787.3
CHN,BEL,2021,transport,480.2
CHN,BEL,2021,travel,535.1
CHN,BRA,2019,financial,1011.0
CHN,BRA,2019,other_business,3179.3
CHN,BRA,2019,telecom,832.2
CHN,BRA,2019,total_services,8145.1
CHN,BRA,2019,transport,1498.9
CHN,BRA,2019,travel,1928.7
CHN,BRA,2020,financial,1030.7
CHN,BRA,2020,other_business,2602.0
CHN,BRA,2020,telecom,620.2
CHN,BRA,2020,total_services,9140.3
CHN,BRA,2020,transport,1474.3
CHN,BRA,2020,travel,1996.3
CHN,BRA,2021,financial,979.1
CHN,BRA,2021,other_business,3728.3
CHN,BRA,2021,telecom,831.1
CHN,BRA,2021,total_services,6541.7
CHN,BRA,2021,transport,1797.6
CHN,BRA,2021,travel,1483.4
CHN,CAN,2019,financial,1119.3
CHN,CAN,2019,other_business,3745.1
CHN,CAN,2019,telecom,1010.0
CHN,CAN,2019,total_services,9616.2
CHN,CAN,2019,transport,1551.7
CHN,CAN,2019,travel,2439.5
CHN,CAN,2020,financial,1232.6
CHN,CAN,2020,other_business,3398.7
CHN,CAN,2020,telecom,1256.8
CHN,CAN,2020,total_services,14380.9
CHN,CAN,2020,transport,1938.5
CHN,CAN,2020,travel,1829.7
CHN,CAN,2021,financial,1030.4
CHN,CAN,2021,other_business,4131.9
CHN,CAN,2021,telecom,846.2
CHN,CAN,2021,total_services,10074.6
CHN,CAN,2021,transport,1901.1
CHN,CAN,2021,travel,2043.8
CHN,CHE,2019,financial,446.0
CHN,CHE,2019,other_business,1478.3
CHN,CHE,2019,telecom,397.1
CHN,CHE,2019,total_services,4115.1
CHN,CHE,2019,transport,901.4
CHN,CHE,2019,travel,861.2
CHN,CHE,2020,financial,648.7
CHN,CHE,2020,other_business,1392.8
CHN,CHE,2020,telecom,398.1
CHN,CHE,2020,total_services,4194.7
CHN,CHE,2020,transport,714.9
CHN,CHE,2020,travel,832.7
CHN,CHE,2021,financial,494.8
CHN,CHE,2021,other_business,1442.6
CHN,CHE,2021,telecom,312.5
CHN,CHE,2021,total_services,3639.0
CHN,CHE,2021,transport,643.2
CHN,CHE,2021,travel,889.9
CHN,DEU,2019,financial,2077.3
CHN,DEU,2019,other_business,6957.1
CHN,DEU,2019,telecom,1819.7
CHN,DEU,2019,total_services,17942.3
CHN,DEU,2019,transport,3627.8
CHN,DEU,2019,travel,4066.0
CHN,DEU,2020,financial,2435.3
CHN,DEU,2020,other_business,8623.8
CHN,DEU,2020,telecom,1790.6
CHN,DEU,2020,total_services,17786.6
CHN,DEU,2020,transport,4566.1
CHN,DEU,2020,travel,3576.7
CHN,DEU,2021,financial,2359.5
CHN,DEU,2021,other_business,7151.0
CHN,DEU,2021,telecom,2000.4
CHN,DEU,2021,total_services,23391.5
CHN,DEU,2021,transport,4015.6
CHN,DEU,2021,travel,4400.3
CHN,ESP,2019,financial,770.9
CHN,ESP,2019,other_business,2367.5
CHN,ESP,2019,telecom,677.0
CHN,ESP,2019,total_services,5907.9
CHN,ESP,2019,transport,1560.2
CHN,ESP,2019,travel,1410.5
CHN,ESP,2020,financial,814.1
CHN,ESP,2020,other_business,2818.7
CHN,ESP,2020,telecom,720.2
CHN,ESP,2020,total_services,9126.0
CHN,ESP,2020,transport,1683.7
CHN,ESP,2020,travel,1504.2
CHN,ESP,2021,financial,941.3
CHN,ESP,2021,other_business,2697.1
CHN,ESP,2021,telecom,702.0
CHN,ESP,2021,total_services,8038.1
CHN,ESP,2021,transport,1158.0
CHN,ESP,2021,travel,1308.0
CHN,FRA,2019,financial,1909.2
CHN,FRA,2019,other_business,4538.7
CHN,FRA,2019,telecom,1390.1
CHN,FRA,2019,total_services,10880.7
CHN,FRA,2019,transport,2070.2
CHN,FRA,2019,travel,3238.1
CHN,FRA,2020,financial,2125.0
CHN,FRA,2020,other_business,6039.4
CHN,FRA,2020,telecom,1622.6
CHN,FRA,2020,total_services,10836.8
CHN,FRA,2020,transport,2305.6
CHN,FRA,2020,travel,2907.3
CHN,FRA,2021,financial,2173.2
CHN,FRA,2021,other_business,6967.2
CHN,FRA,2021,telecom,1236.4
CHN,FRA,2021,total_services,13938.2
CHN,FRA,2021,transport,2994.4
CHN,FRA,2021,travel,3023.0
CHN,GBR,2019,financial,1755.0
CHN,GBR,2019,other_business,6659.1
CHN,GBR,2019,telecom,1178.1
CHN,GBR,2019,total_services,15429.4
CHN,GBR,2019,transport,2983.0
CHN,GBR,2019,travel,3511.7
CHN,GBR,2020,financial,1867.2
CHN,GBR,2020,other_business,5987.6
CHN,GBR,2020,telecom,1470.2
CHN,GBR,2020,total_services,12973.2
CHN,GBR,2020,transport,3348.2
CHN,GBR,2020,travel,3664.3
CHN,GBR,2021,financial,2349.4
CHN,GBR,2021,other_business,4949.7
CHN,GBR,2021,telecom,1623.2
CHN,GBR,2021,total_services,17706.9
CHN,GBR,2021,transport,2571.4
CHN,GBR,2021,travel,4173.1
CHN,HKG,2019,financial,285.9
CHN,HKG,2019,other_business,805.9
CHN,HKG,2019,telecom,250.8
CHN,HKG,2019,total_services,2286.1
CHN,HKG,2019,transport,279.9
CHN,HKG,2019,travel,482.1
CHN,HKG,2020,financial,238.4
CHN,HKG,2020,other_business,837.4
CHN,HKG,2020,telecom,254.1
CHN,HKG,2020,total_services,2237.7
CHN,HKG,2020,transport,430.2
CHN,HKG,2020,travel,477.7
CHN,HKG,2021,financial,330.2
CHN,HKG,2021,other_business,786.2
CHN,HKG,2021,telecom,260.1
CHN,HKG,2021,total_services,2362.3
CHN,HKG,2021,transport,459.8
CHN,HKG,2021,travel,587.0
CHN,IND,2019,financial,1730.8
CHN,IND,2019,other_business,5214.1
CHN,IND,2019,telecom,1627.8
CHN,IND,2019,total_services,13496.4
CHN,IND,2019,transport,2963.4
CHN,IND,2019,travel,4166.5
CHN,IND,2020,financial,2242.0
CHN,IND,2020,other_business,5520.9
CHN,IND,2020,telecom,1490.3
CHN,IND,2020,total_services,14971.4
CHN,IND,2020,transport,2878.7
CHN,IND,2020,travel,2436.7
CHN,IND,2021,financial,2054.5
CHN,IND,2021,other_business,8243.3
CHN,IND,2021,telecom,1679.8
CHN,IND,2021,total_services,13813.5
CHN,IND,2021,transport,3096.0
CHN,IND,2021,travel,2987.6
CHN,IRL,2019,financial,306.6
CHN,IRL,2019,other_business,803.6
CHN,IRL,2019,telecom,304.8
CHN,IRL,2019,total_services,2688.8
CHN,IRL,2019,transport,703.7
CHN,IRL,2019,travel,550.1
CHN,IRL,2020,financial,267.4
CHN,IRL,2020,other_business,970.9
CHN,IRL,2020,telecom,286.8
CHN,IRL,2020,total_services,2392.8
CHN,IRL,2020,transport,585.0
CHN,IRL,2020,travel,473.3
CHN,IRL,2021,financial,337.6
CHN,IRL,2021,other_business,1136.4
CHN,IRL,2021,telecom,264.1
CHN,IRL,2021,total_services,2334.2
CHN,IRL,2021,transport,425.7
CHN,IRL,2021,travel,474.7
CHN,ITA,2019,financial,1285.4
CHN,ITA,2019,other_business,4298.3
CHN,ITA,2019,telecom,1405.8
CHN,ITA,2019,total_services,11715.4
CHN,ITA,2019,transport,2334.5
CHN,ITA,2019,travel,1918.9
CHN,ITA,2020,financial,1056.1
CHN,ITA,2020,other_business,3893.4
CHN,ITA,2020,telecom,1171.5
CHN,ITA,2020,total_services,10790.2
CHN,ITA,2020,transport,2130.9
CHN,ITA,2020,travel,1984.2
CHN,ITA,2021,financial,1030.5
CHN,ITA,2021,other_business,5556.0
CHN,ITA,2021,telecom,1063.0
CHN,ITA,2021,total_services,15568.3
CHN,ITA,2021,transport,1775.4
CHN,ITA,2021,travel,2863.5
CHN,JPN,2019,financial,3132.6
CHN,JPN,2019,other_business,8410.8
CHN,JPN,2019,telecom,2093.2
CHN,JPN,2019,total_services,21381.7
CHN,JPN,2019,transport,4598.8
CHN,JPN,2019,travel,4429.2
CHN,JPN,2020,financial,2820.0
CHN,JPN,2020,other_business,8359.5
CHN,JPN,2020,telecom,2461.0
CHN,JPN,2020,total_services,19853.9
CHN,JPN,2020,transport,5034.8
CHN,JPN,2020,travel,4535.8
CHN,JPN,2021,financial,2342.2
CHN,JPN,2021,other_business,8506.0
CHN,JPN,2021,telecom,2766.0
CHN,JPN,2021,total_services,25828.5
CHN,JPN,2021,transport,4325.3
CHN,JPN,2021,travel,4723.8
CHN,KOR,2019,financial,1011.9
CHN,KOR,2019,other_business,3449.3
CHN,KOR,2019,telecom,678.1
CHN,KOR,2019,total_services,9318.3
CHN,KOR,2019,transport,1707.2
CHN,KOR,2019,travel,2228.7
CHN,KOR,2020,financial,1244.9
CHN,KOR,2020,other_business,2889.9
CHN,KOR,2020,telecom,1125.0
CHN,KOR,2020,total_services,12025.7
CHN,KOR,2020,transport,1750.7
CHN,KOR,2020,travel,2202.7
CHN,KOR,2021,financial,1134.9
CHN,KOR,2021,other_business,3597.9
CHN,KOR,2021,telecom,953.5
CHN,KOR,2021,total_services,6217.7
CHN,KOR,2021,transport,1830.8
CHN,KOR,2021,travel,1937.2
CHN,NLD,2019,financial,630.8
CHN,NLD,2019,other_business,1840.4
CHN,NLD,2019,telecom,515.9
CHN,NLD,2019,total_services,6017.0
CHN,NLD,2019,transport,715.1
CHN,NLD,2019,travel,1071.3
CHN,NLD,2020,financial,728.6
CHN,NLD,2020,other_business,1902.6
CHN,NLD,2020,telecom,493.9
CHN,NLD,2020,total_services,6482.4
CHN,NLD,2020,transport,955.8
CHN,NLD,2020,travel,1378.8
CHN,NLD,2021,financial,557.9
CHN,NLD,2021,other_business,1865.6
CHN,NLD,2021,telecom,722.4
CHN,NLD,2021,total_services,5133.6
CHN,NLD,2021,transport,1063.3
CHN,NLD,2021,travel,902.3
CHN,RUS,2019,financial,883.2
CHN,RUS,2019,other_business,3279.5
CHN,RUS,2019,telecom,798.2
CHN,RUS,2019,total_services,10108.1
CHN,RUS,2019,transport,1686.5
CHN,RUS,2019,travel,1616.5
CHN,RUS,2020,financial,1517.6
CHN,RUS,2020,other_business,2800.8
CHN,RUS,2020,telecom,1116.3
CHN,RUS,2020,total_services,11463.0
CHN,RUS,2020,transport,1733.5
CHN,RUS,2020,travel,1734.8
CHN,RUS,2021,financial,1054.8
CHN,RUS,2021,other_business,3187.0
CHN,RUS,2021,telecom,748.5
CHN,RUS,2021,total_services,8261.2
CHN,RUS,2021,transport,1284.9
CHN,RUS,2021,travel,2079.7
CHN,SGP,2019,financial,232.1
CHN,SGP,2019,other_business,696.6
CHN,SGP,2019,telecom,210.9
CHN,SGP,2019,total_services,1943.5
CHN,SGP,2019,transport,337.6
CHN,SGP,2019,travel,494.0
CHN,SGP,2020,financial,274.8
CHN,SGP,2020,other_business,847.3
CHN,SGP,2020,telecom,190.0
CHN,SGP,2020,total_services,2898.3
CHN,SGP,2020,transport,353.1
CHN,SGP,2020,travel,494.7
CHN,SGP,2021,financial,356.5
CHN,SGP,2021,other_business,915.6
CHN,SGP,2021,telecom,175.3
CHN,SGP,2021,total_services,1474.9
CHN,SGP,2021,transport,464.5
CHN,SGP,2021,travel,463.5
CHN,USA,2019,financial,11614.5
CHN,USA,2019,other_business,34630.9
CHN,USA,2019,telecom,10734.4
CHN,USA,2019,total_services,121581.4
CHN,USA,2019,transport,27615.7
CHN,USA,2019,travel,20276.1
CHN,USA,2020,financial,11566.2
CHN,USA,2020,other_business,47790.2
CHN,USA,2020,telecom,12005.8
CHN,USA,2020,total_services,121059.5
CHN,USA,2020,transport,18627.5
CHN,USA,2020,travel,20604.7
CHN,USA,2021,financial,11905.8
CHN,USA,2021,other_business,39438.3
CHN,USA,2021,telecom,10706.6
CHN,USA,2021,total_services,141543.6
CHN,USA,2021,transport,22281.9
CHN,USA,2021,travel,20176.0
DEU,AUS,2019,financial,957.2
DEU,AUS,2019,other_business,2357.0
DEU,AUS,2019,telecom,726.9
DEU,AUS,2019,total_services,6254.4
DEU,AUS,2019,transport,1170.1
DEU,AUS,2019,travel,1941.0
DEU,AUS,2020,financial,1290.0
DEU,AUS,2020,other_business,3280.0
DEU,AUS,2020,telecom,631.1
DEU,AUS,2020,total_services,7329.6
DEU,AUS,2020,transport,1092.2
DEU,AUS,2020,travel,1944.3
DEU,AUS,2021,financial,914.6
DEU,AUS,2021,other_business,3637.0
DEU,AUS,2021,telecom,824.3
DEU,AUS,2021,total_services,9303.3
DEU,AUS,2021,transport,1687.6
DEU,AUS,2021,travel,1867.4
DEU,BEL,2019,financial,254.5
DEU,BEL,2019,other_business,801.2
DEU,BEL,2019,telecom,194.5
DEU,BEL,2019,total_services,2327.3
DEU,BEL,2019,transport,578.6
DEU,BEL,2019,travel,734.2
DEU,BEL,2020,financial,317.9
DEU,BEL,2020,other_business,1178.3
DEU,BEL,2020,telecom,283.9
DEU,BEL,2020,total_services,2386.4
DEU,BEL,2020,transport,473.2
DEU,BEL,2020,travel,574.6
DEU,BEL,2021,financial,242.1
DEU,BEL,2021,other_business,910.2
DEU,BEL,2021,telecom,304.9
DEU,BEL,2021,total_services,2855.6
DEU,BEL,2021,transport,489.3
DEU,BEL,2021,travel,522.8
DEU,BRA,2019,financial,887.4
DEU,BRA,2019,other_business,3184.0
DEU,BRA,2019,telecom,804.8
DEU,BRA,2019,total_services,7808.8
DEU,BRA,2019,transport,1293.8
DEU,BRA,2019,travel,1958.2
DEU,BRA,2020,financial,883.3
DEU,BRA,2020,other_business,2661.3
DEU,BRA,2020,telecom,620.1
DEU,BRA,2020,total_services,7677.4
DEU,BRA,2020,transport,1390.6
DEU,BRA,2020,travel,1697.6
DEU,BRA,2021,financial,992.8
DEU,BRA,2021,other_business,2687.3
DEU,BRA,2021,telecom,949.3
DEU,BRA,2021,total_services,6040.4
DEU,BRA,2021,transport,1555.6
DEU,BRA,2021,travel,1482.7
DEU,CAN,2019,financial,1121.1
DEU,CAN,2019,other_business,3358.4
DEU,CAN,2019,telecom,1167.5
DEU,CAN,2019,total_services,9345.7
DEU,CAN,2019,transport,1343.2
DEU,CAN,2019,travel,2191.6
DEU,CAN,2020,financial,993.6
DEU,CAN,2020,other_business,2855.0
DEU,CAN,2020,telecom,1019.1
DEU,CAN,2020,total_services,9683.1
DEU,CAN,2020,transport,1849.1
DEU,CAN,2020,travel,1972.5
DEU,CAN,2021,financial,1050.3
DEU,CAN,2021,other_business,4185.7
DEU,CAN,2021,telecom,1294.8
DEU,CAN,2021,total_services,9100.1
DEU,CAN,2021,transport,1961.6
DEU,CAN,2021,travel,1896.3
DEU,CHE,2019,financial,423.0
DEU,CHE,2019,other_business,2258.9
DEU,CHE,2019,telecom,442.9
DEU,CHE,2019,total_services,3717.4
DEU,CHE,2019,transport,764.4
DEU,CHE,2019,travel,757.7
DEU,CHE,2020,financial,602.3
DEU,CHE,2020,other_business,1324.1
DEU,CHE,2020,telecom,502.3
DEU,CHE,2020,total_services,3777.5
DEU,CHE,2020,transport,718.6
DEU,CHE,2020,travel,1227.8
DEU,CHE,2021,financial,448.4
DEU,CHE,2021,other_business,1872.3
DEU,CHE,2021,telecom,478.3
DEU,CHE,2021,total_services,3647.8
DEU,CHE,2021,transport,798.7
DEU,CHE,2021,travel,851.0
DEU,CHN,2019,financial,7210.6
DEU,CHN,2019,other_business,37049.9
DEU,CHN,2019,telecom,7099.5
DEU,CHN,2019,total_services,71976.1
DEU,CHN,2019,transport,13285.8
DEU,CHN,2019,travel,22206.3
DEU,CHN,2020,financial,11258.9
DEU,CHN,2020,other_business,21546.6
DEU,CHN,2020,telecom,8591.9
DEU,CHN,2020,total_services,76797.2
DEU,CHN,2020,transport,13884.2
DEU,CHN,2020,travel,20967.4
DEU,CHN,2021,financial,8722.9
DEU,CHN,2021,other_business,39808.8
DEU,CHN,2021,telecom,8694.9
DEU,CHN,2021,total_services,81609.6
DEU,CHN,2021,transport,21481.6
DEU,CHN,2021,travel,17506.5
DEU,ESP,2019,financial,800.5
DEU,ESP,2019,other_business,2409.3
DEU,ESP,2019,telecom,536.5
DEU,ESP,2019,total_services,8327.1
DEU,ESP,2019,transport,1065.4
DEU,ESP,2019,travel,1664.7
DEU,ESP,2020,financial,866.4
DEU,ESP,2020,other_business,2842.1
DEU,ESP,2020,telecom,1012.7
DEU,ESP,2020,total_services,5372.8
DEU,ESP,2020,transport,1381.5
DEU,ESP,2020,travel,1299.6
DEU,ESP,2021,financial,814.9
DEU,ESP,2021,other_business,2415.9
DEU,ESP,2021,telecom,823.5
DEU,ESP,2021,total_services,6685.9
DEU,ESP,2021,transport,1402.9
DEU,ESP,2021,travel,1539.7
DEU,FRA,2019,financial,1364.1
DEU,FRA,2019,other_business,4765.2
DEU,FRA,2019,telecom,1501.1
DEU,FRA,2019,total_services,13414.3
DEU,FRA,2019,transport,2671.3
DEU,FRA,2019,travel,3244.7
DEU,FRA,2020,financial,1716.4
DEU,FRA,2020,other_business,5909.6
DEU,FRA,2020,telecom,1531.4
DEU,FRA,2020,total_services,18006.4
DEU,FRA,2020,transport,2451.1
DEU,FRA,2020,travel,2443.9
DEU,FRA,2021,financial,2049.1
DEU,FRA,2021,other_business,5764.0
DEU,FRA,2021,telecom,1452.3
DEU,FRA,2021,total_services,14068.3
DEU,FRA,2021,transport,2873.0
DEU,FRA,2021,travel,3240.1
DEU,GBR,2019,financial,1720.4
DEU,GBR,2019,other_business,6541.8
DEU,GBR,2019,telecom,1478.3
DEU,GBR,2019,total_services,12898.1
DEU,GBR,2019,transport,2612.4
DEU,GBR,2019,travel,4432.0
DEU,GBR,2020,financial,1548.9
DEU,GBR,2020,other_business,9030.7
DEU,GBR,2020,telecom,1576.7
DEU,GBR,2020,total_services,15699.6
DEU,GBR,2020,transport,3910.1
DEU,GBR,2020,travel,3190.1
DEU,GBR,2021,financial,1723.4
DEU,GBR,2021,other_business,5995.0
DEU,GBR,2021,telecom,2016.8
DEU,GBR,2021,total_services,16967.3
DEU,GBR,2021,transport,2648.7
DEU,GBR,2021,travel,3018.3
DEU,HKG,2019,financial,206.0
DEU,HKG,2019,other_business,826.0
DEU,HKG,2019,telecom,205.6
DEU,HKG,2019,total_services,1810.0
DEU,HKG,2019,transport,373.0
DEU,HKG,2019,travel,494.9
DEU,HKG,2020,financial,253.3
DEU,HKG,2020,other_business,618.1
DEU,HKG,2020,telecom,194.8
DEU,HKG,2020,total_services,2432.4
DEU,HKG,2020,transport,504.1
DEU,HKG,2020,travel,589.6
DEU,HKG,2021,financial,240.4
DEU,HKG,2021,other_business,1040.0
DEU,HKG,2021,telecom,168.1
DEU,HKG,2021,total_services,2580.0
DEU,HKG,2021,transport,330.6
DEU,HKG,2021,travel,506.1
DEU,IND,2019,financial,1542.7
DEU,IND,2019,other_business,5765.6
DEU,IND,2019,telecom,1522.9
DEU,IND,2019,total_services,13362.7
DEU,IND,2019,transport,3904.9
DEU,IND,2019,travel,3100.4
DEU,IND,2020,financial,1995.6
DEU,IND,2020,other_business,5878.8
DEU,IND,2020,telecom,1575.5
DEU,IND,2020,total_services,12550.0
DEU,IND,2020,transport,3113.8
DEU,IND,2020,travel,4049.1
DEU,IND,2021,financial,1567.3
DEU,IND,2021,other_business,7095.4
DEU,IND,2021,telecom,1562.8
DEU,IND,2021,total_services,15441.3
DEU,IND,2021,transport,2757.8
DEU,IND,2021,travel,3275.1
DEU,IRL,2019,financial,295.8
DEU,IRL,2019,other_business,1096.2
DEU,IRL,2019,telecom,191.2
DEU,IRL,2019,total_services,3117.8
DEU,IRL,2019,transport,376.8
DEU,IRL,2019,travel,628.4
DEU,IRL,2020,financial,271.7
DEU,IRL,2020,other_business,1174.8
DEU,IRL,2020,telecom,252.7
DEU,IRL,2020,total_services,2414.1
DEU,IRL,2020,transport,564.4
DEU,IRL,2020,travel,719.2
DEU,IRL,2021,financial,251.9
DEU,IRL,2021,other_business,1127.3
DEU,IRL,2021,telecom,191.2
DEU,IRL,2021,total_services,3131.3
DEU,IRL,2021,transport,442.4
DEU,IRL,2021,travel,779.2
DEU,ITA,2019,financial,1508.3
DEU,ITA,2019,other_business,3926.4
DEU,ITA,2019,telecom,915.8
DEU,ITA,2019,total_services,9060.1
DEU,ITA,2019,transport,1928.0
